datetime,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1765836000000,1.8915,1.8919,1.8805,1.8909,4717688.7,1765839599000,8898954.5155,35209,2145840.1,4047530.76532,0.0
1765839600000,1.8909,1.8994,1.89,1.8981,4041208.3,1765843199000,7656120.04976,31484,2239219.4,4241963.94181,0.0
1765843200000,1.8981,1.8986,1.8782,1.8791,5129397.2,1765846799000,9696610.37387,37640,1909137.5,3609877.45374,0.0
1765846800000,1.8791,1.8931,1.8682,1.8726,6265670.3,1765850399000,11775590.04573,56575,2255176.7,4236903.97773,0.0
1765850400000,1.8725,1.8769,1.8596,1.8691,7321566.1,1765853999000,13675780.11216,55372,3821638.0,7139586.71194,0.0
1765854000000,1.8692,1.8735,1.8552,1.8726,3936948.5,1765857599000,7346897.75936,40445,2243286.2,4187211.96616,0.0
1765857600000,1.8726,1.8758,1.852,1.8729,5165876.3,1765861199000,9646247.25178,39564,1929618.2,3601651.95584,0.0
1765861200000,1.8728,1.8841,1.8686,1.882,2516368.4,1765864799000,4718583.503,26862,1421603.0,2665300.07631,0.0
1765864800000,1.882,1.8975,1.881,1.8946,3278819.2,1765868399000,6196098.19104,23752,1369688.1,2587691.93145,0.0
1765868400000,1.8947,1.8978,1.8747,1.8754,2467099.6,1765871999000,4650833.43438,26690,1159456.8,2184945.23172,0.0
1765872000000,1.8754,1.886,1.8743,1.877,1997223.5,1765875599000,3753268.11648,28461,909751.7,1709558.36133,0.0
1765875600000,1.877,1.8822,1.8756,1.8793,1232139.7,1765879199000,2315168.21393,19251,586455.6,1101991.22364,0.0
1765879200000,1.8793,1.912,1.8776,1.9067,4276466.7,1765882799000,8121886.01247,50128,2333270.8,4432057.94406,0.0
1765882800000,1.9067,1.9253,1.9047,1.9208,6138739.1,1765886399000,11768691.74548,49473,3500037.7,6708237.90449,0.0
1765886400000,1.9207,1.939,1.92,1.9353,5113368.5,1765889999000,9864818.5007,49867,2148860.5,4145569.31804,0.0
1765890000000,1.9352,1.9491,1.9078,1.9086,11170804.6,1765893599000,21562409.99206,112794,4887213.8,9433357.01428,0.0
1765893600000,1.9087,1.935,1.899,1.9238,9148597.0,1765897199000,17547807.0848,141721,4472626.9,8580955.48977,0.0
1765897200000,1.9238,1.946,1.9149,1.9411,6355332.3,1765900799000,12270409.87106,88747,3158313.6,6101527.10036,0.0
1765900800000,1.9411,1.943,1.9179,1.9282,3931790.9,1765904399000,7600178.41649,60241,1961544.8,3792473.21176,0.0
1765904400000,1.9282,1.9349,1.9148,1.9165,3715857.0,1765907999000,7152562.36132,42313,2024089.0,3897728.2009,0.0
1765908000000,1.9165,1.9387,1.9141,1.9306,2960562.7,1765911599000,5704049.1483,38177,1593437.3,3070732.8219,0.0
